name_of_community,layout_of_house,price_of_house,area_of_house,floor_of_house,time_of_construction
格调,1室1厅,345,62.43平米,中楼层(共14层),2002年建板塔结合
南线阁35号院,2室2厅,520,99.62平米,低楼层(共22层),1999年建塔楼
禄长街二条,2室1厅,402,72.99平米,高楼层(共6层),1989年建板楼
太平桥东里,1室2厅,190,46.8平米,中楼层(共26层),1989年建塔楼
砖塔胡同86号院,2室1厅,500,52.7平米,中楼层(共5层),1985年建板楼
中海凯旋,1室1厅,1250,80.11平米,中楼层(共8层),2004年建板塔结合
京畿道,2室2厅,1200,102.9平米,中楼层(共6层),1993年建板楼
远见名苑,2室1厅,530,83.66平米,高楼层(共26层),2000年建塔楼
半步桥13号院,2室2厅,480,77.4平米,高楼层(共7层),1990年建板楼
朗琴园,4室2厅,1657,255.33平米,低楼层(共16层),2002年建板塔结合
荣丰2008,1室0厅,246,41.55平米,低楼层(共16层),2004年建塔楼
六铺炕三区,3室1厅,755,76.4平米,中楼层(共5层),1992年建板楼
佳慧雅园,2室2厅,1100,95平米,高楼层(共19层),2005年建塔楼
广安门内大街,2室1厅,350,48.82平米,中楼层(共12层),1970年建板塔结合
建功北里,2室1厅,340,61.82平米,低楼层(共6层),板楼
鸭子桥43号院,3室1厅,360,67.4平米,低楼层(共6层),1982年建板楼
长安兴融中心,2室2厅,1000,100.12平米,低楼层(共14层),2002年建板塔结合
红土店南里,2室1厅,330,64.45平米,地下室(共6层),1994年建板楼
华远北街,2室1厅,948,78.5平米,高楼层(共17层),2000年建板塔结合
新康街甲一号,3室1厅,1000,94平米,中楼层(共13层),1998年建板塔结合
富成大厦,4室1厅,720,121平米,高楼层(共9层),1999年建塔楼
平原里小区,2室1厅,450,103平米,地下室(共6层),1998年建板楼
洪茂沟社区,2室1厅,410,49.5平米,低楼层(共6层),1984年建板楼
姚家井二巷,3室1厅,685,107.55平米,高楼层(共6层),1990年建板楼
德胜置业,3室2厅,960,170平米,高楼层(共20层),2005年建塔楼
禄长街头条,2室1厅,360,58.99平米,高楼层(共6层),1992年建板楼
白纸坊西街,2室1厅,385,58.72平米,低楼层(共16层),1982年建板塔结合
温馨家园,3室1厅,795,86.7平米,中楼层(共18层),1999年建塔楼
天安国汇,3室2厅,1960,285平米,中楼层(共17层),2008年建塔楼
宏汇园小区,2室1厅,1000,73.3平米,中楼层(共7层),1999年建板楼
右安门内西街甲2号院,2室1厅,360,60平米,高楼层(共6层),1991年建板楼
朱雀门,3室2厅,1460,139平米,高楼层(共6层),2004年建板楼
天缘公寓,3室1厅,612,153平米,中楼层(共20层),1999年建塔楼
新风街1号院,3室1厅,960,109.78平米,高楼层(共22层),2000年建塔楼
丽水莲花,4室2厅,1500,224平米,高楼层(共19层),2009年建
红莲北里,2室1厅,300,52平米,高楼层(共6层),1983年建板楼
东经路19号院,1室0厅,300,33.6平米,低楼层(共6层),1985年建板楼
乐城,3室1厅,595,119.23平米,高楼层(共24层),2000年建板塔结合
禄长街头条19号院,2室1厅,330,59.6平米,高楼层(共6层),1996年建板楼
槐柏树街南里,2室1厅,320,52.07平米,高楼层(共6层),1991年建板楼
阜成门外大街,3室2厅,750,186平米,高楼层(共9层),1994年建板塔结合
月坛北街25号院,2室0厅,410,51.3平米,中楼层(共5层),1975年建板楼
阳光丽景,1室1厅,670,67.73平米,低楼层(共19层),2003年建塔楼
手帕口北街,3室1厅,320,10平米,高楼层(共6层),1980年建板楼
北礼士路62号院,3室1厅,700,153.4平米,高楼层(共12层),1995年建板塔结合
京畿道,3室1厅,750,75.3平米,低楼层(共6层),1992年建板楼
建功北里,1室1厅,235,47.25平米,高楼层(共6层),1998年建板楼
三庙大院,2室0厅,320,58.56平米,中楼层(共6层),1988年建板楼
宏汇园小区,3室1厅,1200,85.6平米,高楼层(共7层),1993年建板楼
大石桥胡同29号院,2室1厅,500,50.4平米,低楼层(共6层),1985年建板楼
一瓶,4室2厅,2500,274平米,低楼层(共12层),2006年建板塔结合
阜成门南大街,3室1厅,500,78平米,中楼层(共14层),1985年建板塔结合
乐城,1室1厅,240,51平米,中楼层(共11层),2005年建板塔结合
三里河二区,3室2厅,1185,136.8平米,高楼层(共13层),1996年建板塔结合
西黄城根南街9号院,3室1厅,948,79平米,中楼层(共4层),1973年建板楼
陶然北岸,1室1厅,535,59.09平米,中楼层(共18层),2003年建板塔结合
展览路甲22号院,2室1厅,500,58.4平米,中楼层(共6层),1982年建板楼
远见名苑,3室2厅,750,134.3平米,低楼层(共24层),2002年建板塔结合
阳光丽景,3室2厅,1600,138.29平米,低楼层(共21层),2001年建板塔结合
黄寺大街24号院,3室1厅,860,102.7平米,低楼层(共18层),1997年建塔楼
丽水莲花,3室2厅,900,132平米,中楼层(共19层),
广安门内大街,2室1厅,260,48平米,高楼层(共12层),1970年建板塔结合
双旗杆东里,2室1厅,580,69平米,中楼层(共18层),1986年建塔楼
新明胡同,1室1厅,409,48.2平米,中楼层(共18层),1990年建塔楼
太平街甲乙18号院,3室1厅,530,72.8平米,高楼层(共6层),板楼
复兴门南大街,1室1厅,485,49平米,高楼层(共12层),塔楼
车站西街15号院,2室1厅,340,57平米,中楼层(共6层),1994年建板楼
畅柳园,2室1厅,635,98.36平米,中楼层(共16层),2002年建塔楼
常青藤嘉园,3室2厅,800,138.46平米,低楼层(共22层),2004年建塔楼
白纸坊西街6号院,2室1厅,405,61.57平米,中楼层(共6层),1990年建板楼
三里河一区3号院,3室1厅,1100,98.5平米,中楼层(共18层),1999年建塔楼
凌云居,3室1厅,530,127.56平米,中楼层(共22层),2000年建塔楼
玺源台,1室1厅,563,76平米,中楼层(共27层),2011年建板楼
丽水莲花,3室2厅,855,153平米,低楼层(共24层),2007年建板塔结合
北安里,3室2厅,8000,410平米,低楼层(共1层),2000年建
清芷园,3室1厅,500,115.5平米,低楼层(共16层),2000年建板塔结合
四合上院,3室1厅,1300,131.79平米,低楼层(共18层),2011年建板塔结合
恬心家园,1室0厅,240,49.39平米,中楼层(共18层),2000年建板塔结合
月坛西街西里,3室0厅,400,68.3平米,低楼层(共3层),1954年建板楼
北广家园,2室1厅,610,83.01平米,中楼层(共16层),2003年建板塔结合
立恒名苑,3室1厅,700,176.2平米,低楼层(共25层),2002年建塔楼
铁二区,1室1厅,430,55.3平米,高楼层(共12层),1987年建板塔结合
双槐里,2室1厅,350,58.76平米,高楼层(共7层),1990年建板楼
金宸国际公寓,2室2厅,1500,135平米,高楼层(共13层),2000年建板塔结合
锦上国际公寓,1室1厅,435,102平米,中楼层(共18层),2007年建塔楼
新德街35号院,1室1厅,430,45.3平米,高楼层(共7层),1990年建
天桥北里,1室1厅,255,56平米,高楼层(共7层),2002年建板楼
天桥北里,1室1厅,260,52.38平米,高楼层(共7层),2002年建板楼
天泽园,1室2厅,565,95.81平米,高楼层(共6层),2002年建板楼
月坛南街37号院,2室1厅,575,67.8平米,中楼层(共7层),1993年建板楼
裕中西里,2室1厅,550,63.6平米,低楼层(共20层),1983年建塔楼
月坛西街乙2号院,2室1厅,460,63.9平米,高楼层(共18层),1990年建塔楼
洪茂沟社区,1室1厅,365,46.8平米,高楼层(共4层),1959年建板楼
复兴门外大街,2室0厅,430,51.3平米,中楼层(共16层),1982年建塔楼
扣钟北里,2室1厅,458,65.8平米,低楼层(共20层),1988年建塔楼
国英一号,1室0厅,3650,1049.94平米,中楼层(共14层),2000年建板塔结合
西便门东里,3室1厅,579,72平米,低楼层(共12层),1980年建板塔结合
前门西大街,4室1厅,820,109.8平米,高楼层(共10层),1991年建板塔结合
新风北街,2室1厅,560,68平米,低楼层(共6层),1992年建板楼
远见名苑,2室2厅,500,82.1平米,低楼层(共26层),2002年建塔楼
丽水莲花,2室1厅,610,97平米,低楼层(共21层),
远见名苑,2室1厅,498,83.94平米,低楼层(共24层),2002年建板塔结合
善果胡同2号院,1室1厅,300,40.14平米,低楼层(共6层),1994年建板楼
庄胜二期,4室2厅,2200,246.77平米,高楼层(共12层),2004年建板塔结合
荣丰2008,1室0厅,240,36.64平米,低楼层(共16层),2005年建板塔结合
信恒大厦,1室1厅,420,69平米,高楼层(共25层),2002年建板塔结合
北广家园,2室1厅,620,83.01平米,中楼层(共16层),2003年建板塔结合
茶贸国际中心,1室0厅,85,37平米,高楼层(共20层),1990年建板塔结合
小院西巷,1室0厅,450,14.13平米,低楼层(共1层),2000年建
西直门南大街,2室1厅,390,65.3平米,中楼层(共18层),1988年建塔楼
祥和家苑,1室0厅,240,54平米,中楼层(共24层),2004年建塔楼
力学胡同,1室0厅,170,11平米,低楼层(共1层),2000年建板楼
太平桥东里,1室1厅,145,34.6平米,中楼层(共26层),1989年建塔楼
复兴门外大街,1室1厅,496,49.8平米,中楼层(共16层),1990年建塔楼
长安兴融中心,2室2厅,1371,137.13平米,中楼层(共14层),2002年建板塔结合
汽南小区,1室1厅,370,42平米,中楼层(共6层),1985年建板楼
清芷园,3室1厅,1040,162.24平米,中楼层(共16层),2000年建板塔结合
鸭子桥南里,3室1厅,320,72.3平米,高楼层(共6层),1980年建板楼
教场口9号院,2室1厅,570,75平米,中楼层(共19层),2001年建塔楼
槐柏树街,2室0厅,310,62.18平米,高楼层(共5层),1964年建板楼
羊肉胡同120号院,2室1厅,580,61.5平米,低楼层(共6层),1988年建板楼
莲花池东路甲5号院,3室1厅,810,143平米,低楼层(共28层),2003年建板塔结合
太平桥东里,2室2厅,318,71.2平米,中楼层(共6层),1988年建板楼
朗琴园,1室0厅,400,58.98平米,中楼层(共29层),2002年建塔楼
真武庙六里,2室1厅,460,55.7平米,高楼层(共19层),1989年建塔楼
京桥国际公馆,1室0厅,400,61.82平米,中楼层(共18层),2005年建塔楼
丰汇园小区,1室1厅,780,56.65平米,中楼层(共11层),1998年建板塔结合
虎坊路小区,3室1厅,500,73.97平米,高楼层(共6层),1980年建板楼
教场口9号院,2室1厅,475,72.8平米,高楼层(共19层),2002年建塔楼
西豪逸景,1室0厅,330,72平米,高楼层(共28层),2002年建塔楼
文兴东街3号院,2室1厅,400,60.8平米,中楼层(共6层),1982年建板楼
德胜置业,1室1厅,600,113.79平米,中楼层(共20层),2005年建塔楼
东经路19号院,2室1厅,500,52.29平米,低楼层(共6层),1985年建板楼
丽水莲花,2室1厅,580,90.29平米,高楼层(共28层),2005年建塔楼
裕中东里,2室1厅,550,72平米,地下室(共6层),1997年建板楼
朗琴园,1室1厅,345,59平米,中楼层(共29层),2002年建塔楼
丽水莲花,2室1厅,550,92.8平米,低楼层(共28层),2003年建塔楼
国电中兴家园,3室1厅,798,106.3平米,低楼层(共18层),2000年建塔楼
月坛北街,2室1厅,470,49.6平米,低楼层(共5层),1972年建板楼
复地西绒线26号,2室2厅,4000,377.27平米,中楼层(共16层),2009年建塔楼
复地西绒线26号,2室2厅,1140,152平米,低楼层(共18层),2009年建塔楼
巴黎公寓,2室2厅,1176,181平米,低楼层(共6层),1994年建板楼
建功南里,1室1厅,260,48.04平米,中楼层(共18层),1996年建塔楼
马甸南村,1室1厅,460,52.7平米,高楼层(共13层),1990年建板塔结合
马连道路5号院,2室1厅,300,60.69平米,高楼层(共6层),1981年建板楼
德宝新园,2室1厅,210,50.9平米,地下室(共6层),1992年建板楼
牛街西里,2室1厅,410,79.7平米,低楼层(共19层),1993年建塔楼
六铺炕二区,3室0厅,565,56.6平米,中楼层(共6层),1985年建板楼
宣兴大厦,3室2厅,590,126.59平米,高楼层(共16层),1997年建塔楼
太平桥东里,2室1厅,235,57.64平米,高楼层(共6层),1985年建板楼
安德馨居,3室1厅,800,88.86平米,低楼层(共7层),2003年建板楼
月坛北街,1室1厅,300,33平米,中楼层(共5层),1973年建板楼
汽南小区,2室1厅,415,49.8平米,低楼层(共6层),1989年建板楼
西便门西里,2室1厅,390,61.73平米,高楼层(共18层),1980年建塔楼
六铺炕三区,3室1厅,880,98.7平米,高楼层(共6层),1999年建板楼
月坛北街25号院,3室1厅,660,78.2平米,低楼层(共6层),1984年建板楼
永宁胡同,1室0厅,270,13.1平米,低楼层(共1层),1043年建
汽南小区,1室1厅,460,54.5平米,高楼层(共16层),1996年建板塔结合
六铺炕二区,2室0厅,499,62.8平米,低楼层(共3层),1956年建板楼
西豪逸景,1室0厅,330,72.79平米,中楼层(共28层),2000年建塔楼
丰汇园小区,2室2厅,1470,105平米,高楼层(共6层),1998年建板楼
双槐里,3室1厅,500,77.09平米,低楼层(共7层),1990年建板楼
天桥南里,1室1厅,355,55.71平米,中楼层(共7层),2002年建板楼
手帕口北街,1室1厅,225,36.26平米,高楼层(共6层),板楼
德胜里一区,2室1厅,560,54平米,低楼层(共6层),1989年建板楼
裕中西里,2室1厅,650,66.1平米,低楼层(共6层),1983年建板楼
新街口西里三区,1室1厅,225,48.9平米,地下室(共6层),2003年建板楼
官园南里三区,2室1厅,528,56.3平米,中楼层(共11层),1986年建板塔结合
马连道西里,3室1厅,440,81.62平米,低楼层(共6层),1996年建板楼
广外南街50号院,1室1厅,390,65平米,中楼层(共21层),2001年建塔楼
牛街18,1室0厅,245,52平米,低楼层(共24层),2005年建塔楼
广外南街63号院,1室1厅,350,65.48平米,低楼层(共20层),2000年建塔楼
新康街3号院,2室1厅,480,58平米,低楼层(共6层),1960年建板楼
月坛西街东里22号院,2室1厅,280,51平米,地下室(共6层),1985年建板楼
建功南里,2室1厅,360,76.1平米,中楼层(共16层),1996年建塔楼
牛街东里,2室1厅,430,87.75平米,高楼层(共6层),1999年建板楼
格调,1室1厅,370,69.43平米,中楼层(共23层),2000年建板塔结合
三里河东路甲8号院,2室1厅,780,97.4平米,低楼层(共16层),1996年建塔楼
京师吉地,2室1厅,1050,105.56平米,低楼层(共20层),2011年建板塔结合
物华大厦,3室1厅,855,192平米,低楼层(共24层),1999年建塔楼
马连道北里,2室1厅,265,55平米,低楼层(共6层),1980年建板楼
宏汇园小区,2室1厅,746,57.4平米,高楼层(共7层),2000年建板楼
白广路二条,2室1厅,510,97.73平米,高楼层(共22层),2000年建塔楼
西便门外大街,5室0厅,1180,123.9平米,低楼层(共3层),1954年建板楼
德胜门西大街56号,9室9厅,50000,3600平米,低楼层(共1层),2008年建
月坛北小街1号院,1室1厅,460,68.8平米,中楼层(共16层),1997年建板塔结合
远见名苑,3室2厅,850,148.36平米,高楼层(共26层),2000年建塔楼
禄长街头条19号院,1室1厅,290,42平米,高楼层(共5层),1988年建板楼
一瓶,1室1厅,710,115.66平米,高楼层(共13层),2003年建板塔结合
南菜园街1号院,2室1厅,280,57.14平米,高楼层(共6层),1989年建板楼
一瓶,2室1厅,1200,159.77平米,低楼层(共13层),2003年建板塔结合
真武庙,2室0厅,440,54.3平米,低楼层(共6层),1982年建板楼
牛街东里,3室1厅,515,103平米,低楼层(共19层),1999年建塔楼
锦上国际公寓,1室1厅,300,69.97平米,高楼层(共18层),2007年建塔楼
马连道中里,3室1厅,510,78.9平米,高楼层(共6层),1996年建板楼
西便门东里,2室1厅,388,72.58平米,低楼层(共16层),1983年建塔楼
广安门外南街,2室1厅,350,71平米,中楼层(共14层),1998年建板塔结合
羊肉胡同120号院,1室1厅,350,41.5平米,高楼层(共6层),1989年建板楼
复兴门南大街,1室1厅,400,38平米,高楼层(共12层),1990年建塔楼
月坛北街,2室1厅,450,51.9平米,高楼层(共5层),1972年建板楼
畅柳园,2室1厅,600,98.36平米,低楼层(共16层),2002年建塔楼
海格国际,1室0厅,310,53平米,中楼层(共19层),2003年建塔楼
红居南街,2室1厅,300,45.77平米,高楼层(共6层),1992年建板楼
三里河二区A区,2室1厅,790,87.9平米,高楼层(共20层),2001年建塔楼
远见名苑,2室2厅,500,78.6平米,低楼层(共26层),2001年建塔楼
国电中兴家园,2室2厅,920,122.04平米,低楼层(共16层),2003年建板塔结合
阜成门南大街,2室1厅,390,60.8平米,中楼层(共14层),1985年建板塔结合
朗琴园,1室0厅,350,58.68平米,中楼层(共29层),2002年建塔楼
椿树园,2室2厅,780,97平米,中楼层(共13层),1999年建板塔结合
北滨河路2号院,3室1厅,753,81平米,低楼层(共20层),1992年建塔楼
阳光丽景,2室2厅,1250,135.46平米,中楼层(共19层),2003年建塔楼
蝶翠华庭,2室1厅,580,95.75平米,高楼层(共29层),2001年建塔楼
四平园,2室1厅,420,60平米,高楼层(共6层),1995年建板楼
马甸南村,3室1厅,680,78平米,中楼层(共6层),1985年建板楼
朗琴园,1室0厅,350,52.4平米,中楼层(共29层),2002年建塔楼
裕中东里,1室1厅,550,50.5平米,低楼层(共6层),1985年建板楼
什坊街2号院,3室1厅,500,57.1平米,中楼层(共5层),1980年建板楼
文兴东街3号院,2室1厅,400,65平米,高楼层(共6层),1984年建板楼
天缘公寓,1室1厅,400,60平米,高楼层(共20层),1999年建塔楼
南菜园乙1号,2室1厅,350,48.53平米,低楼层(共4层),1975年建
